Author name	Unique Author ID	Paper ID	Coauthors	Year	Venue	Title
sangkeun lee	slee-15	2853	sangkeun lee|chong-sun hwang	2001	comput. j.	unifi protocol concurr control recoveri distribut object base databas
soo-young lee	slee-16	3840	soo-young lee|doh-suk kim|rhee man kil	1999	ieee trans. speech and audio processing	auditori process speech signal robust speech recognit real world noisi environ
soo-young lee	slee-16	3306	soo-young lee|jae-hoon jeong|hoon kim|doh-suk kim	2000	inf. sci.	speaker adapt base judg neural network real world implement voic command system
soo-young lee	slee-16	150	soo-young lee|su-in lee	2000	biologically motivated computer vision	top attent control featur space robust pattern recognit
soo-young lee	slee-16	1982	soo-young lee|michael mozer	1999	nips	robust recognit noisi superimpos pattern select attent
soo-young lee	slee-16	1812	soo-young lee|jung-wook cho|cheol hoon park	1995	iwann	line handwritten charact recognit hybrid method base neural network pattern match
soo-young lee	slee-16	1755	soo-young lee|marwan a. jabri|ki-young park|terrence j. sejnowski	2000	ismvl	properti independ compon motion optic flow
soo-young lee	slee-16	3629	soo-young lee|ki-young park	2000	neural processing letters	vocabulari reject base select attent model
soo-young lee	slee-16	3174	soo-young lee|un-min bae|hyung-min park	2002	neurocomputing	top attent complement independ compon analysi blind signal separa
soo-young lee	slee-16	3631	soo-young lee|song-yee yoon	1999	neural processing letters	train algorithm incomplet data feed forward neural network
soo-young lee	slee-16	3186	soo-young lee|jim austin|rhee man kil	2000	neurocomputing	build inform system base neural network
soo-young lee	slee-16	1977	soo-young lee|un-min bae	2000	nips	combin ica top attent robust speech recognit
soo-young lee	slee-16	1979	soo-young lee|jung-wook cho	1998	nips	activ nois cancel analog neuro chip chip learn capabl
soo-young lee	slee-16	3179	soo-young lee|jung-wook cho	2000	neurocomputing	analog chip learn activ nois cancel
soo-young lee	slee-16	3173	soo-young lee|shun-ichi amari|aapo hyvarinen|te-won lee|v. david sanchez a.	2002	neurocomputing	blind signal separ independ compon analysi
soo-young lee	slee-16	1981	soo-young lee|ju-seog jang|sang-yung shin	1987	nips	optim network matrix invers
soo-young lee	slee-16	3182	soo-young lee|so-young jeong	2000	neurocomputing	adapt learn algorithm incorpor addit function constraint neural network
sang ho lee	slee-17	528	sang ho lee|gil seong na	1999	dexa workshop	interoper event servic java orb environ
sang ho lee	slee-17	161	sang ho lee|lawrence j. henschen	1990	cade	substitut base compil extend rule deduct databas
sang ho lee	slee-17	1075	sang ho lee|young chul park|peter scheuermann	1992	icde	period deadlock detect resolut algorithm graph model sequenti transact process
sang-ho lee	slee-17	271	sang-ho lee|sang-goo lee|dong-hoon choi	1996	compsac	logic databas system extend function
sang ho lee	slee-17	416	sang ho lee|lawrence j. henschen	1991	dasfaa	evalu extend recurs queri deduct databas
sang ho lee	slee-17	3982	sang ho lee|lawrence j. henschen	1995	ieee trans. knowl. data eng.	evalu recurs queri extend rule deduct databas
sang ho lee	slee-17	161	sang ho lee|lawrence j. henschen	1990	cade	substitut base compil extend rule deduct databas
sang ho lee	slee-17	3271	sang ho lee|lawrence j. henschen	1993	inf. process. lett.	semant properti existenti quantifi deduct databas
sang ho lee	slee-17	480	sang ho lee|jin seon hong|larry kerschberg	2001	dexa	popular driven cach scheme meta search engin empir studi
sang ho lee	slee-17	1740	sang ho lee|hoe jin jeong	2002	isdb	integr benchmark suit databas system
sang-ho lee	slee-17	2908	sang-ho lee|won kim|ki-joon chae|dong-sub cho|byoungju choi|anmo jeong|myung kim|kiho lee|meejeong lee|seung-soo park|hwan-seung yong	2002	ieee computer	chamoi compon base knowledg engin framework
sang-ho lee	slee-17	3479	sang-ho lee|won kim|ki-joon chae|dong-sub cho|byoungju choi|anmo jeong|myung kim|kiho lee|meejeong lee|minsoo lee|seung-soo park|hwan-seung yong|ho-sook kim|jung-won lee|wol-young lee	2002	journal of object technology	chamoi reconfigur data mine architectur
sang ho lee	slee-17	852	sang ho lee|sung jin kim	2003	human.society@internet 2003	implement web robot statist korean web
sang ho lee	slee-17	852	sang ho lee|sung jin kim	2003	human.society@internet 2003	implement web robot statist korean web
sang ho lee	slee-17	571	sang ho lee|sung jin kim	2002	ecir	improv comput pagerank algorithm
sang ho lee	slee-17	655	sang ho lee|byeong man kim|seung ryoul maeng|jung wan cho	1992	fgcs	algorithm subsumpt test
sang ho lee	slee-17	482	sang ho lee|sung jin kim|won kim	2000	dexa	bord benchmark object relat databas
sang ho lee	slee-17	480	sang ho lee|jin seon hong|larry kerschberg	2001	dexa	popular driven cach scheme meta search engin empir studi
sang ho lee	slee-17	3271	sang ho lee|lawrence j. henschen	1993	inf. process. lett.	semant properti existenti quantifi deduct databas
samuel c. lee	slee-18	1752	samuel c. lee|sami b. abugharbieh	1993	ismvl	fast algorithm disjunct decomposit i m i valu function part i decomposit algorithm
samuel c. lee	slee-18	1753	samuel c. lee|sami b. abugharbieh	1993	ismvl	fast algorithm disjunct decomposit i m i valu function part ii time complex analysi
samuel c. lee	slee-18	3873	samuel c. lee|hongyuan wang	1986	ieee trans. computers	comment sign logarithm arithmet fft implement
samuel c. lee	slee-18	3882	samuel c. lee|albert d. edgar	1977	ieee trans. computers	focu number system
samuel c. lee	slee-18	3883	samuel c. lee|albert d. edgar	1979	ieee trans. computers	addendum focu number system
samuel c. lee	slee-18	2770	samuel c. lee|albert d. edgar	1979	commun. acm	focu microcomput number system
samuel c. lee	slee-18	3477	samuel c. lee|jan-bon chen	1996	joop	necessari suffici condit type safe polymorph
samuel c. lee	slee-18	3475	samuel c. lee|jan-bon chen	1995	joop	pursu safe polymorph oop
samuel c. lee	slee-18	3476	samuel c. lee|jan-bon chen	1996	joop	gener reorgan subtyp hierarchi
sau dan lee	slee-19	469	sau dan lee|david wai-lok cheung|bo zhou|ben kao|kan hu	1999	dexa	drolap dens region base approach line analyt process
sau dan lee	slee-19	406	sau dan lee|david wai-lok cheung|ben kao	1997	dasfaa	gener increment techniqu maintain discov associ rule
sau dan lee	slee-19	2960	sau dan lee|david wai-lok cheung|ben kao	1998	data min. knowl. discov.	sampl data mine case mainten discov associ rule
sau dan lee	slee-19	2981	sau dan lee|david wai-lok cheung|bo zhou|ben kao|kan hu	2001	data knowl. eng.	build dens region base olap system
sau dan lee	slee-19	1854	sau dan lee|luc de raedt	2002	kdid	constraint base mine order sequenc seqlog
sau dan lee	slee-19	544	sau dan lee|david wai-lok cheung	1997	dmkd	mainten discov associ rule updat
sau dan lee	slee-19	2608	sau dan lee|david yang|wing-kin sung|siu-ming yiu|david wai-lok cheung|wai-shing ho|tak wah lam	2000	wecwis	construct onlin catalog topolog decis tree
sau dan lee	slee-19	469	sau dan lee|david wai-lok cheung|bo zhou|ben kao|kan hu	1999	dexa	drolap dens region base approach line analyt process
sau dan lee	slee-19	2606	sau dan lee|david wai-lok cheung|thomas lee|william wei song|chung-jen tan	2000	wecwis	distribut scalabl xml document process architectur e commerc system
sau dan lee	slee-19	3977	sau dan lee|david wai-lok cheung|yongqiao xiao	2002	ieee trans. knowl. data eng.	effect data skew workload balanc parallel data mine
sau dan lee	slee-19	406	sau dan lee|david wai-lok cheung|ben kao	1997	dasfaa	gener increment techniqu maintain discov associ rule
sau dan lee	slee-19	544	sau dan lee|david wai-lok cheung	1997	dmkd	mainten discov associ rule updat
sau dan lee	slee-19	2981	sau dan lee|david wai-lok cheung|bo zhou|ben kao|kan hu	2001	data knowl. eng.	build dens region base olap system
sau dan lee	slee-19	1083	sau dan lee|luc de raedt	2003	icdm	algebra induct queri evalu
sau dan lee	slee-19	1855	sau dan lee|luc de raedt	2003	kdid	algebra induct queri evalu
sau dan lee	slee-19	1084	sau dan lee|luc de raedt|manfred jaeger|heikki mannila	2002	icdm	theori induct queri answer
sau dan lee	slee-19	2606	sau dan lee|david wai-lok cheung|thomas lee|william wei song|chung-jen tan	2000	wecwis	distribut scalabl xml document process architectur e commerc system
sau dan lee	slee-19	2608	sau dan lee|david yang|wing-kin sung|siu-ming yiu|david wai-lok cheung|wai-shing ho|tak wah lam	2000	wecwis	construct onlin catalog topolog decis tree
seong-whan lee	slee-1	4004	seong-whan lee|young-min kim|sung woo choi	2000	ieee trans. multimedia	fast scene chang detect direct featur extract mpeg compress video
seong-whan lee	slee-1	4004	seong-whan lee|young-min kim|sung woo choi	2000	ieee trans. multimedia	fast scene chang detect direct featur extract mpeg compress video
seong-whan lee	slee-1	3691	seong-whan lee|song-ha choi	2000	pattern recognition	region track perspect motion model
seong-whan lee	slee-1	1368	seong-whan lee|sung woo choi	2000	icpr	stabil analysi medial axi transform rel hausdorff distanc
seong-whan lee	slee-1	3213	seong-whan lee|hee-seon park|bong-kee sin|jongsub moon	2001	ijprai	d hmm method offlin handwritten charact recognit
seong-whan lee	slee-1	3701	seong-whan lee|jeong-seon park	1995	pattern recognition	adapt nonlinear shape match unconstrain handwritten charact recognit
seong-whan lee	slee-1	151	seong-whan lee|sang-cheol park	2000	biologically motivated computer vision	fast distanc comput stereo head ey system
seong-whan lee	slee-1	1003	seong-whan lee|jong soo kim	1995	icdar	multi lingual multi font multi size larg set charact recognit organ neural network
seong-whan lee	slee-1	137	seong-whan lee|jeong-seon park|you hwa oh|sang chul ahn	2003	avbpa	glass remov facial imag recurs pca reconstruct
seong-whan lee	slee-1	3627	seong-whan lee	1995	neural networks	multilay cluster neural network total unconstrain handwritten numer recognit
seong-whan lee	slee-1	557	seong-whan lee|hee-seon park|sang-yup kim	1997	document recognition	grai scale handwritten charact recognit base princip featur
seong-whan lee	slee-1	3627	seong-whan lee	1995	neural networks	multilay cluster neural network total unconstrain handwritten numer recognit
seong-whan lee	slee-1	1014	seong-whan lee|hee-seon park	1995	icdar	hidden markov mesh random field theori applic handwritten charact recognit
seong-whan lee	slee-1	3695	seong-whan lee|jin hyung kim	1989	pattern recognition	unconstrain seal imprint verif attribut stroke graph match
seong-whan lee	slee-1	3697	seong-whan lee|jeong-seon park	1994	pattern recognition	nonlinear shape normal method recognit larg set handwritten charact
seong-whan lee	slee-1	1009	seong-whan lee|dong-june lee	1995	icdar	methodolog grai scale charact segment recognit
seong-whan lee	slee-1	1379	seong-whan lee|young-kyu lim|song-ha choi	2000	icpr	text extract mpeg compress video content base index
seong-whan lee	slee-1	3137	seong-whan lee|david s. doermann|sargur n. srihari|karl tombre|azriel rosenfeld	1998	ijdar	editori
seong-whan lee	slee-1	996	seong-whan lee|hiromichi fujisawa|hiroshi sako|yoshihiro okada	1999	icdar	inform captur camera development issu
seong-whan lee	slee-1	1371	seong-whan lee|alexander golovan|myung-hyun yoo	2000	icpr	pre attent detect perceptu import region facial imag
seong-whan lee	slee-1	1002	seong-whan lee|hyuk-chul kwon|ho-jeong hwang|min-jung kim	1995	icdar	contextu postprocess korean ocr system linguist constraint
seong-whan lee	slee-1	146	seong-whan lee|bon-woo hwang	2002	biologically motivated computer vision	face reconstruct partial inform base morphabl face model
seong-whan lee	slee-1	1372	seong-whan lee|bon-woo hwang|volker blanz|thomas vetter	2000	icpr	face reconstruct small number featur point
seong-whan lee	slee-1	145	seong-whan lee|bon-woo hwang|volker blanz|thomas vetter	2000	biologically motivated computer vision	face reconstruct small set featur point
seong-whan lee	slee-1	3202	seong-whan lee|seonghoon kang|bon-woo hwang	2003	ijprai	multipl peopl track base tempor color featur
seong-whan lee	slee-1	1383	seong-whan lee|hee-seon park	1996	icpr	hmmrf base statist approach line handwritten charact recognit
seong-whan lee	slee-1	3212	seong-whan lee|hee-seon park|hee-heon song	1998	ijprai	organ hierarch classifi multi lingual larg set orient charact recognit
s.-w. lee	slee-1	3628	s.-w. lee|j. park|h.-y. kim|y. park	2001	neural networks	synthesi procedur associ memori base space vari cellular neural network
seong-whan lee	slee-1	134	seong-whan lee|bon-woo hwang|hyeran byun|myung-cheol roh	2003	avbpa	perform evalu face recognit algorithm asian face databas kfdb
seong-whan lee	slee-1	3644	seong-whan lee|bon-woo hwang	2003	ieee trans. pattern anal. mach. intell.	reconstruct partial damag face imag base morphabl face model
seong-whan lee	slee-1	3644	seong-whan lee|bon-woo hwang	2003	ieee trans. pattern anal. mach. intell.	reconstruct partial damag face imag base morphabl face model
seong-whan lee	slee-1	1375	seong-whan lee|jae-jin kim|bon-woo hwang	2000	icpr	retriev top n match support vector machin
seong-whan lee	slee-1	135	seong-whan lee|bon-woo hwang|jeong-seon park	2003	avbpa	synthesi high resolut facial imag base top learn
seong-whan lee	slee-1	148	seong-whan lee|seonghoon kang	2002	biologically motivated computer vision	object detect classif outdoor walk guidanc system
seong-whan lee	slee-1	998	seong-whan lee|hee-joong kang	1999	icdar	combin classifi base minim bay error rate
seong-whan lee	slee-1	345	seong-whan lee|hee-joong kang	1999	cvpr	depend base framework combin multipl expert recognit unconstrain handwritten numer
seong-whan lee	slee-1	1382	seong-whan lee|jeong-seon park|hee-joong kang	2000	icpr	automat qualiti measur grai scale handwrit base extend averag entropi
seong-whan lee	slee-1	3702	seong-whan lee|hee-seon park	1998	pattern recognition	truli d hidden markov model line handwritten charact recognit
seong-whan lee	slee-1	1385	seong-whan lee|igor t. podolak|andrzej bielecki|elzbieta majkut	2000	icpr	hybrid neural system phonemat transform
seong-whan lee	slee-1	1386	seong-whan lee|hyung-ki roh|seonghoon kang	2000	icpr	multipl peopl track model base tempor color
seong-whan lee	slee-1	1386	seong-whan lee|hyung-ki roh|seonghoon kang	2000	icpr	multipl peopl track model base tempor color
seong-whan lee	slee-1	152	seong-whan lee|hyung-ki roh	2000	biologically motivated computer vision	multipl peopl track model base tempor color
seong-whan lee	slee-1	3657	seong-whan lee|dae-seok ryu	2001	ieee trans. pattern anal. mach. intell.	paramet free geometr document layout analysi
seong-whan lee	slee-1	1387	seong-whan lee|dae-seok ryu|sun-mee kang	2000	icpr	paramet independ geometr document layout analysi
seong-whan lee	slee-1	147	seong-whan lee|seonghoon kang	2000	biologically motivated computer vision	multipl object track multiresolut imag sequenc
seong-whan lee	slee-1	997	seong-whan lee|hee-joong kang	2001	icdar	experiment result construct multipl classifi recogn handwritten numer
seong-whan lee	slee-1	1373	seong-whan lee|hee-joong kang	2000	icpr	inform theoret strategi construct multipl classifi system
seong-whan lee	slee-1	3204	seong-whan lee|seonghoon kang|hyeran byun	2003	ijprai	real time pedestrian detect support vector machin
seong-whan lee	slee-1	2450	seong-whan lee|seonghoon kang|hyeran byun	2002	svm	real time pedestrian detect support vector machin
seong-whan lee	slee-1	3694	seong-whan lee|seonghoon kang	2002	pattern recognition	real time track multipl object space variant vision base magnocellular visual pathwai
seong-whan lee	slee-1	1382	seong-whan lee|jeong-seon park|hee-joong kang	2000	icpr	automat qualiti measur grai scale handwrit base extend averag entropi
seong-whan lee	slee-1	1377	seong-whan lee|hee-jeong kim|myung-hyun yoo	2000	icpr	control model vergenc movement stereo robot head dispar flux
seong-whan lee	slee-1	3663	seong-whan lee|yuan yan tang|lo-ting tu|jiming liu|win-win lin|ing-shyh shyu	1998	ieee trans. pattern anal. mach. intell.	offlin recognit chines handwrit multifeatur multilevel classif
seong-whan lee	slee-1	1001	seong-whan lee|seon-kyu kim|bong-kee sin	2001	icdar	charact spot imag base stochast model
seong-whan lee	slee-1	3213	seong-whan lee|hee-seon park|bong-kee sin|jongsub moon	2001	ijprai	d hmm method offlin handwritten charact recognit
seong-whan lee	slee-1	3212	seong-whan lee|hee-seon park|hee-heon song	1998	ijprai	organ hierarch classifi multi lingual larg set orient charact recognit
seong-whan lee	slee-1	4013	seong-whan lee|hee-heon song	1998	ieee trans. neural networks	organ neural tree larg set pattern classif
seong-whan lee	slee-1	4013	seong-whan lee|hee-heon song	1998	ieee trans. neural networks	organ neural tree larg set pattern classif
seong-whan lee	slee-1	3209	seong-whan lee|louisa lam|ching y. suen	1993	ijprai	systemat evalu skeleton algorithm
seong-whan lee	slee-1	3648	seong-whan lee|louisa lam|ching y. suen	1992	ieee trans. pattern anal. mach. intell.	thin methodolog comprehens survei
seong-whan lee	slee-1	3655	seong-whan lee|dong-june lee|hee-seon park	1996	ieee trans. pattern anal. mach. intell.	methodolog grai scale charact segment recognit
seong-whan lee	slee-1	3655	seong-whan lee|dong-june lee|hee-seon park	1996	ieee trans. pattern anal. mach. intell.	methodolog grai scale charact segment recognit
seong-whan lee	slee-1	3655	seong-whan lee|dong-june lee|hee-seon park	1996	ieee trans. pattern anal. mach. intell.	methodolog grai scale charact segment recognit
seong-whan lee	slee-1	3655	seong-whan lee|dong-june lee|hee-seon park	1996	ieee trans. pattern anal. mach. intell.	methodolog grai scale charact segment recognit
seong-whan lee	slee-1	3655	seong-whan lee|dong-june lee|hee-seon park	1996	ieee trans. pattern anal. mach. intell.	methodolog grai scale charact segment recognit
seong-whan lee	slee-1	3654	seong-whan lee|young-joon kim	1995	ieee trans. pattern anal. mach. intell.	direct extract topograph featur grai scale charact recognit
seong-whan lee	slee-1	3655	seong-whan lee|dong-june lee|hee-seon park	1996	ieee trans. pattern anal. mach. intell.	methodolog grai scale charact segment recognit
seong-whan lee	slee-1	149	seong-whan lee|hee-jeong kim|myung-hyun yoo	2000	biologically motivated computer vision	dynam vergenc dispar flux
seong-whan lee	slee-1	4012	seong-whan lee|hee-heon song	1997	ieee trans. neural networks	recurr neural network architectur visual pattern recognit
seong-whan lee	slee-1	1021	seong-whan lee|myoung-young yoon|ju-sung kim	1995	icdar	fax imag restor kalman filter
seong-whan lee	slee-1	1388	seong-whan lee|hee-heon song|sun-mee kang	1996	icpr	recurr neural network architectur pattern recognit
seong-whan lee	slee-1	1374	seong-whan lee|young-min kim|sung woo choi	2000	icpr	fast scene chang detect direct featur extract mpeg compress video
seong-whan lee	slee-1	1004	seong-whan lee|young-joon kim	1995	icdar	type recurr neural network handwritten charact recognit
seong-whan lee	slee-1	3205	seong-whan lee|sang-yup kim	1998	ijprai	grai scale nonlinear shape normal method handwritten orient charact recognit
seong-whan lee	slee-1	1003	seong-whan lee|jong soo kim	1995	icdar	multi lingual multi font multi size larg set charact recognit organ neural network
seong-whan lee	slee-1	1005	seong-whan lee|young-joon kim	1995	icdar	multiresolut recognit handwritten numer wavelet transform multilay cluster neural network
seong-whan lee	slee-1	999	seong-whan lee|sang-yup kim	1997	icdar	nonlinear shape normal method grai scale handwritten charact recognit
seong-whan lee	slee-1	1007	seong-whan lee|eun-soon kim|yuan yan tang	1995	icdar	nonlinear shape restor distort imag coon transform
seong-whan lee	slee-1	3663	seong-whan lee|yuan yan tang|lo-ting tu|jiming liu|win-win lin|ing-shyh shyu	1998	ieee trans. pattern anal. mach. intell.	offlin recognit chines handwrit multifeatur multilevel classif
seong-whan lee	slee-1	1018	seong-whan lee|yuan y. tang|tao li	1993	icdar	vlsi implement hvri algorithm pattern recognit
seong-whan lee	slee-1	3703	seong-whan lee|yuan yan tang|ching y. suen	1996	pattern recognition	automat document process survei
seong-whan lee	slee-1	3214	seong-whan lee|alessandro verri	2003	ijprai	editori support vector machin comput vision pattern recognit
seong-whan lee	slee-1	2451	seong-whan lee|dihua xi	2002	svm	face detect base support vector machin
seong-whan lee	slee-1	138	seong-whan lee|dihua xi	2003	avbpa	face detect facial compon extract wavelet decomposit support vector machin
seong-whan lee	slee-1	1392	seong-whan lee|dihua xi	2002	icpr (4)	face detect facial featur extract support vector machin
seong-whan lee	slee-1	1008	seong-whan lee|eung-jae lee	1995	icdar	integr segment recognit connect handwritten charact recurr neural network
seong-whan lee	slee-1	1376	seong-whan lee|hye-yeon kim|jooyoung park	2000	icpr	methodolog design associ memori base cellular neural network
seong-whan lee	slee-1	1011	seong-whan lee|jeong-seon park|y. tang	1993	icdar	perform evalu nonlinear shape normal method recognit larg set handwritten charact
seong-whan lee	slee-1	1004	seong-whan lee|young-joon kim	1995	icdar	type recurr neural network handwritten charact recognit
seong-whan lee	slee-1	3657	seong-whan lee|dae-seok ryu	2001	ieee trans. pattern anal. mach. intell.	paramet free geometr document layout analysi
seong-whan lee	slee-1	4119	seong-whan lee|sang-yup kim	1999	ieee trans. systems, man, and cybernetics, part c	integr segment recognit handwritten numer cascad neural network
seong-whan lee	slee-1	1000	seong-whan lee|young-joon kim|myung-won kim	1995	icdar	parallel hardwar implement handwritten charact recognit system wavefront arrai processor architectur
seong-whan lee	slee-1	1002	seong-whan lee|hyuk-chul kwon|ho-jeong hwang|min-jung kim	1995	icdar	contextu postprocess korean ocr system linguist constraint
seong-whan lee	slee-1	3648	seong-whan lee|louisa lam|ching y. suen	1992	ieee trans. pattern anal. mach. intell.	thin methodolog comprehens survei
seong-whan lee	slee-1	1020	seong-whan lee|dihua xi|yuan yan tang	1999	icdar	method discrimin orient european languag fractal featur
seong-whan lee	slee-1	1019	seong-whan lee|dihua xi	2003	icdar	refer line extract form document complic background
seong-whan lee	slee-1	139	seong-whan lee|hee-deok yang|bong-kee sin	2003	avbpa	automat pedestrian detect track real time video surveil
seong-whan lee	slee-1	1021	seong-whan lee|myoung-young yoon|ju-sung kim	1995	icdar	fax imag restor kalman filter
seong-whan lee	slee-1	136	seong-whan lee|sang-woong lee|ho-choul jung	2003	avbpa	real time implement face recognit algorithm dsp chip
seong-whan lee	slee-1	404	seong-whan lee|young-kyu lim|hee-joong kang|chang ahn	1998	document analysis systems	structur analysi low resolut fax cover page
seong-whan lee	slee-1	3656	seong-whan lee|dong-june lee|hee-seon park	1996	ieee trans. pattern anal. mach. intell.	correct methodolog grai scale charact segment recognit
seong-whan lee	slee-1	3209	seong-whan lee|louisa lam|ching y. suen	1993	ijprai	systemat evalu skeleton algorithm
seong-whan lee	slee-1	1385	seong-whan lee|igor t. podolak|andrzej bielecki|elzbieta majkut	2000	icpr	hybrid neural system phonemat transform
seong-whan lee	slee-1	2449	seong-whan lee|hyeran byun	2002	svm	applic support vector machin pattern recognit survei
seong-whan lee	slee-1	3654	seong-whan lee|young-joon kim	1995	ieee trans. pattern anal. mach. intell.	direct extract topograph featur grai scale charact recognit
seong-whan lee	slee-1	2449	seong-whan lee|hyeran byun	2002	svm	applic support vector machin pattern recognit survei
seong-whan lee	slee-1	3654	seong-whan lee|young-joon kim	1995	ieee trans. pattern anal. mach. intell.	direct extract topograph featur grai scale charact recognit
seong-whan lee	slee-1	3204	seong-whan lee|seonghoon kang|hyeran byun	2003	ijprai	real time pedestrian detect support vector machin
seong-whan lee	slee-1	2450	seong-whan lee|seonghoon kang|hyeran byun	2002	svm	real time pedestrian detect support vector machin
seong-whan lee	slee-1	3698	seong-whan lee|ji-yeon lee|jeong-seon park|hyeran byun|jongsub moon	2002	pattern recognition	automat gener structur hyperdocu document imag
seong-whan lee	slee-1	1378	seong-whan lee|ji-yeon lee|song-ha choi	2000	icpr	automat gener structur hyperdocu multi column document imag
seong-whan lee	slee-1	3700	seong-whan lee|mee-sook lee|yun-mo yang	2001	pattern recognition	automat video pars shot boundari detect camera oper analysi
seong-whan lee	slee-1	3208	seong-whan lee|jin hyung kim|frans c. a. groen	1990	ijprai	translat rotat scale invari recognit hand drawn symbol schemat diagram
seong-whan lee	slee-1	3696	seong-whan lee|eun-soon kim	1994	pattern recognition	effici postprocess algorithm error correct handwritten hangul address human recognit
seong-whan lee	slee-1	3715	seong-whan lee|jin hyung kim	1989	pattern recognition letters	attribut stroke graph match seal imprint verif
seong-whan lee	slee-1	1006	seong-whan lee|eun-soon kim|b.-w. min	1993	icdar	effici postprocess algorithm error correct handwritten hangul address human recognit
seong-whan lee	slee-1	404	seong-whan lee|young-kyu lim|hee-joong kang|chang ahn	1998	document analysis systems	structur analysi low resolut fax cover page
seong-whan lee	slee-1	3650	seong-whan lee	1996	ieee trans. pattern anal. mach. intell.	line recognit total unconstrain handwritten numer multilay cluster neural network
seong-whan lee	slee-1	3650	seong-whan lee	1996	ieee trans. pattern anal. mach. intell.	line recognit total unconstrain handwritten numer multilay cluster neural network
seong-whan lee	slee-1	3714	seong-whan lee|jin hyung kim	1988	pattern recognition letters	fast comput method minimum squar error transform
seong-whan lee	slee-1	4004	seong-whan lee|young-min kim|sung woo choi	2000	ieee trans. multimedia	fast scene chang detect direct featur extract mpeg compress video
seong-whan lee	slee-1	2450	seong-whan lee|seonghoon kang|hyeran byun	2002	svm	real time pedestrian detect support vector machin
seong-whan lee	slee-1	403	seong-whan lee|hyeran byun|myung-cheol roh|kil-cheon kim|yeongwoo choi	2002	document analysis systems	scene text extract complex imag
seong-whan lee	slee-1	3206	seong-whan lee|hyeran byun	2003	ijprai	survei pattern recognit applic support vector machin
seong-whan lee	slee-1	1374	seong-whan lee|young-min kim|sung woo choi	2000	icpr	fast scene chang detect direct featur extract mpeg compress video
seong-whan lee	slee-1	4004	seong-whan lee|young-min kim|sung woo choi	2000	ieee trans. multimedia	fast scene chang detect direct featur extract mpeg compress video
sung-ju lee	slee-20	1580	sung-ju lee|bo shen	2002	imsa	transcod enabl cach proxi video deliveri heterogen network environ
sung-ju lee	slee-20	3172	sung-ju lee|william su|mario gerla	2001	int. journal of network management	mobil predict rout ad hoc wireless network
sung-ju lee	slee-20	1737	sung-ju lee|ken tang|katia obraczka|mario gerla	2002	iscc	congest control adapt lightweight multicast wireless mobil ad hoc network
sung-ju lee	slee-20	904	sung-ju lee|ken tang|katia obraczka|mario gerla	2003	icc	reliabl adapt lightweight multicast protocol
sung-ju lee	slee-20	895	sung-ju lee|sang ho bae|mario gerla	2001	icc	multicast protocol implement valid ad hoc network testb
sung-ju lee	slee-20	943	sung-ju lee|sang ho bae|mario gerla	2000	icccn	unicast perform analysi odmrp mobil ad hoc network testb
sung-ju lee	slee-20	3572	sung-ju lee|william su|mario gerla	2001	monet	wireless ad hoc multicast rout mobil predict
sung-ju lee	slee-20	1602	sung-ju lee|william su|julian hsu|mario gerla|rajive l. bagrodia	2000	infocom	perform comparison studi ad hoc wireless multicast protocol
sung-ju lee	slee-20	899	sung-ju lee|manthos kazantzidis|mario gerla	2001	icc	permiss throughput network feedback adapt multimedia aodv manet
sung-ju lee	slee-20	3172	sung-ju lee|william su|mario gerla	2001	int. journal of network management	mobil predict rout ad hoc wireless network
sung-ju lee	slee-20	3573	sung-ju lee|william su|mario gerla	2002	monet	demand multicast rout protocol multihop wireless mobil network
sung-ju lee	slee-20	3783	sung-ju lee|elizabeth m. belding-royer|charles e. perkins	2002	mobile computing and communications review	ad hoc demand distanc vector rout scalabl
sung-ju lee	slee-20	2571	sung-ju lee|mario gerla	2000	wcnc	aodv br backup rout ad hoc network
sung-ju lee	slee-20	902	sung-ju lee|mario gerla	2001	icc	dynam load awar rout ad hoc network
sung-ju lee	slee-20	2573	sung-ju lee|william su|mario gerla	2000	wcnc	exploit unicast function demand multicast rout protocol
sung-ju lee	slee-20	2572	sung-ju lee|mario gerla|ching-chuan chiang	1999	wcnc	demand multicast rout protocol
sung-ju lee	slee-20	3573	sung-ju lee|william su|mario gerla	2002	monet	demand multicast rout protocol multihop wireless mobil network
sung-ju lee	slee-20	2894	sung-ju lee|wei-ying ma|bo shen	2002	computer communications	interact video deliveri cach system video summar
sung-ju lee	slee-20	2894	sung-ju lee|wei-ying ma|bo shen	2002	computer communications	interact video deliveri cach system video summar
sung-ju lee	slee-20	1602	sung-ju lee|william su|julian hsu|mario gerla|rajive l. bagrodia	2000	infocom	perform comparison studi ad hoc wireless multicast protocol
sung-ju lee	slee-20	3171	sung-ju lee|elizabeth m. belding-royer|charles e. perkins	2003	int. journal of network management	scalabl studi ad hoc demand distanc vector rout protocol
sung-ju lee	slee-20	2893	sung-ju lee|julian hsu|russell hayashida|mario gerla|rajive l. bagrodia	2003	computer communications	select rout strategi ad hoc network
sung-ju lee	slee-20	3171	sung-ju lee|elizabeth m. belding-royer|charles e. perkins	2003	int. journal of network management	scalabl studi ad hoc demand distanc vector rout protocol
sung-ju lee	slee-20	1971	sung-ju lee|puneet sharma|jack brassil|kang g. shin	2004	networking	distribut channel monitor wireless bandwidth aggreg
